0 0.031 5
1 0.028 6
2 0.029 6
3 0.030 6
4 0.029 7
5 0.029 6
6 0.029 6
7 0.034 7
8 0.028 5
9 0.029 6
10 0.027 7
11 0.028 6
12 0.037 6
13 0.028 5
14 0.034 6
15 0.028 5
16 0.028 5
17 0.028 6
18 0.028 6
19 0.027 7
20 0.028 6
21 0.028 5
22 0.033 6
23 0.053 5
24 0.028 6
25 0.027 7
26 0.035 8
27 0.027 6
28 0.028 5
29 0.033 5
30 0.029 6
31 0.027 6
32 0.028 5
33 0.032 5
34 0.029 6
35 0.038 5
36 0.028 6
37 0.029 6
38 0.028 6
39 0.037 6
40 0.028 6
41 0.035 7
42 0.029 6
43 0.027 6
44 0.031 7
45 0.054 6
46 0.028 6
47 0.059 6
48 0.028 7
49 0.028 6
50 0.028 7
51 0.028 6
52 0.030 5
53 0.028 6
54 0.028 6
55 0.028 6
56 0.045 5
57 0.028 7
58 0.028 7
59 0.028 5
60 0.028 5
61 0.027 5
62 0.028 7
63 0.027 6
64 0.028 6
65 0.044 6
66 0.030 6
67 0.041 5
68 0.028 6
69 0.028 5
70 0.028 7
71 0.027 6
72 0.029 6
73 0.027 5
74 0.028 6
75 0.027 7
76 0.028 5
77 0.029 6
78 0.030 5
79 0.028 7
80 0.035 7
81 0.028 6
82 0.030 6
83 0.028 6
84 0.027 6
85 0.029 6
86 0.031 5
87 0.031 6
88 0.028 5
89 0.032 7
90 0.028 5
91 0.050 6
92 0.033 6
93 0.037 7
94 0.028 6
95 0.038 5
96 0.027 5
97 0.028 6
98 0.032 5
99 0.028 5
100 0.028 7
101 0.035 6
102 0.029 6
103 0.028 5
104 0.029 6
