0 0.475 5
1 0.391 5
2 0.314 5
3 0.393 6
4 0.420 6
5 0.338 5
6 0.334 6
7 0.364 6
8 0.291 5
9 0.270 5
10 0.323 6
11 0.320 6
12 0.336 6
13 0.300 5
14 0.278 5
15 0.330 5
16 0.268 5
17 0.265 5
18 0.300 5
19 0.388 7
20 0.323 6
21 0.311 5
22 0.282 5
23 0.437 5
24 0.395 5
25 0.389 7
26 0.466 8
27 0.358 5
28 0.285 5
29 0.284 5
30 0.289 5
31 0.268 5
32 0.271 5
33 0.271 5
34 0.383 6
35 0.291 5
36 0.306 5
37 0.331 6
38 0.327 6
39 0.435 6
40 0.331 6
41 0.405 7
42 0.321 6
43 0.327 6
44 0.368 6
45 0.404 6
46 0.345 6
47 0.376 6
48 0.418 7
49 0.341 6
50 0.380 7
51 0.334 6
52 0.270 5
53 0.342 5
54 0.289 5
55 0.365 6
56 0.316 5
57 0.320 6
58 0.335 6
59 0.268 5
60 0.295 5
61 0.286 5
62 0.350 6
63 0.325 6
64 0.331 6
65 0.365 6
66 0.327 6
67 0.301 5
68 0.368 6
69 0.293 5
70 0.389 7
71 0.329 6
72 0.339 6
73 0.302 5
74 0.399 6
75 0.401 7
76 0.311 5
77 0.275 5
78 0.261 5
79 0.341 6
80 0.348 6
81 0.287 5
82 0.283 5
83 0.243 4
84 0.328 6
85 0.340 6
86 0.234 4
87 0.345 6
88 0.286 5
89 0.327 6
90 0.280 5
91 0.367 6
92 0.299 5
93 0.364 6
94 0.350 5
95 0.236 4
96 0.300 5
97 0.264 5
98 0.277 5
99 0.288 5
100 0.397 7
101 0.304 5
102 0.240 4
103 0.280 5
104 0.337 6
